hotel,is_canceled,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,previous_cancellations,previous_bookings_not_canceled,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
Resort Hotel,1,95,February,1,1,2,0,0,0,0,D,1,No Deposit,0,Transient,62,0,0,Canceled
Resort Hotel,1,35,February,1,3,2,0,0,0,0,A,1,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,170,February,1,3,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,2,Canceled
Resort Hotel,1,170,February,1,3,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,2,Canceled
Resort Hotel,1,125,February,1,4,2,0,0,0,0,E,0,No Deposit,0,Transient,55.8,0,1,Canceled
Resort Hotel,1,307,February,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient,68,0,2,No-Show
Resort Hotel,1,298,February,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,34.11,0,0,No-Show
Resort Hotel,1,348,February,0,3,2,0,0,0,0,E,0,No Deposit,0,Transient,41.4,0,0,Canceled
Resort Hotel,1,55,February,2,5,3,1,0,0,0,H,0,No Deposit,0,Transient,141,0,0,Canceled
Resort Hotel,1,55,February,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,88,0,1,Canceled
Resort Hotel,1,94,February,2,5,2,2,0,0,0,G,0,No Deposit,0,Transient,84.57,0,1,Canceled
Resort Hotel,1,55,February,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,88,0,1,Canceled
Resort Hotel,1,77,February,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,33.26,0,0,Canceled
Resort Hotel,1,8,February,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient,48,0,2,Canceled
Resort Hotel,1,35,February,0,4,2,0,0,0,0,D,0,No Deposit,0,Transient,58,0,1,Canceled
Resort Hotel,1,11,February,1,4,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,135,February,4,10,2,0,0,0,0,E,0,No Deposit,0,Transient,45,0,0,Canceled
Resort Hotel,1,98,February,6,15,2,0,0,0,0,D,0,No Deposit,0,Transient,37.8,0,0,Canceled
Resort Hotel,1,32,February,1,3,2,0,0,0,0,A,0,No Deposit,0,Transient,45.6,0,1,Canceled
Resort Hotel,1,25,February,1,3,2,0,0,0,0,D,0,No Deposit,0,Transient,58,0,0,Canceled
Resort Hotel,1,18,February,2,7,2,0,0,0,0,C,0,No Deposit,0,Transient,111,0,1,No-Show
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,1,0,0,0,0,A,0,Non Refund,0,Transient,47,0,0,Canceled
Resort Hotel,1,24,February,0,2,3,0,0,0,0,E,0,No Deposit,0,Transient,100,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,43,February,0,2,2,0,0,0,0,A,2,No Deposit,0,Transient,48,0,1,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,1,0,0,0,0,A,0,Non Refund,0,Transient,47,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,7,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient,56,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,19,February,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,24,February,0,2,2,1,0,0,0,H,0,No Deposit,0,Transient,141,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,211,February,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,238,February,0,2,2,0,0,0,0,A,0,Non Refund,0,Transient,54,0,0,Canceled
Resort Hotel,1,54,February,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,55,February,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,58,0,1,Canceled
Resort Hotel,1,77,February,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,36.43,0,0,Canceled
Resort Hotel,1,54,February,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,58,0,1,Canceled
Resort Hotel,1,89,February,1,2,2,0,0,0,0,C,3,No Deposit,0,Transient,46,0,0,Canceled
Resort Hotel,1,14,February,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,1,Canceled
Resort Hotel,1,77,February,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,46.5,0,0,Canceled
Resort Hotel,1,137,February,2,3,2,0,0,0,0,D,0,No Deposit,0,Transient,46.8,0,1,Canceled
Resort Hotel,1,15,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,1,Canceled
Resort Hotel,1,39,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,1,Canceled
Resort Hotel,1,32,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,1,Canceled
Resort Hotel,1,0,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,8,0,0,Canceled
Resort Hotel,1,1,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,48,0,0,Canceled
Resort Hotel,1,25,February,0,1,2,0,0,0,0,E,0,No Deposit,0,Transient,54.4,0,0,Canceled
Resort Hotel,1,1,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,48,0,0,Canceled
Resort Hotel,1,19,February,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,33,February,2,2,2,0,0,0,0,D,0,No Deposit,0,Transient,58,0,0,Canceled
Resort Hotel,1,161,February,2,2,2,0,0,0,0,D,0,No Deposit,0,Transient,46.8,0,1,No-Show
Resort Hotel,1,55,February,2,2,3,1,0,0,0,H,0,No Deposit,0,Transient,93,0,1,Canceled
Resort Hotel,1,26,February,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,149,February,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,52,0,1,Canceled
Resort Hotel,1,22,February,2,5,2,1,0,0,0,A,0,No Deposit,0,Transient,51.84,0,0,Canceled
Resort Hotel,1,82,February,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient,30,0,1,No-Show
Resort Hotel,1,82,February,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,42,0,1,No-Show
Resort Hotel,1,239,February,8,20,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,2,Canceled
Resort Hotel,1,0,February,0,0,1,0,0,0,0,A,0,No Deposit,0,Transient,0,0,0,Canceled
Resort Hotel,1,18,February,2,0,2,0,0,0,0,D,0,No Deposit,0,Transient,58,0,0,Canceled
Resort Hotel,1,108,February,2,1,2,0,0,0,0,F,1,No Deposit,0,Transient,101.7,0,0,Canceled
Resort Hotel,1,40,February,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,40,February,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,12,February,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,66.29,0,1,No-Show
Resort Hotel,1,206,February,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,2,Canceled
Resort Hotel,1,134,February,4,10,2,0,0,0,0,E,0,No Deposit,0,Transient,26,0,0,Canceled
Resort Hotel,1,19,February,1,0,2,0,0,0,0,D,0,No Deposit,0,Transient,78,0,3,Canceled
Resort Hotel,1,19,February,1,0,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,9,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,1,Canceled
Resort Hotel,1,42,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,2,Canceled
Resort Hotel,1,179,February,1,1,2,0,0,0,0,D,0,No Deposit,0,Transient,66.6,0,1,No-Show
Resort Hotel,1,20,February,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,11,February,1,3,2,0,0,0,0,A,0,No Deposit,0,Transient,45.5,0,0,Canceled
Resort Hotel,1,46,February,1,3,1,0,0,0,0,A,0,No Deposit,0,Transient,43,0,0,Canceled
Resort Hotel,1,205,February,1,3,1,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,1,Canceled
Resort Hotel,1,60,February,1,4,2,2,0,0,0,G,0,No Deposit,0,Transient,88,0,0,Canceled
Resort Hotel,1,123,February,1,5,2,0,0,0,0,A,0,No Deposit,0,Transient,40.8,0,2,Canceled
Resort Hotel,1,142,February,1,5,2,0,0,0,0,E,0,No Deposit,0,Transient,55.8,0,1,Canceled
Resort Hotel,1,2,February,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,50.85,0,0,No-Show
Resort Hotel,1,47,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,1,No-Show
Resort Hotel,1,38,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,2,No-Show
Resort Hotel,1,33,February,0,1,2,0,0,0,0,E,0,No Deposit,0,Transient,68,0,2,Canceled
Resort Hotel,1,17,February,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,80,0,0,Canceled
Resort Hotel,1,19,February,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,60.5,0,3,Canceled
Resort Hotel,1,14,February,0,2,1,0,0,0,0,A,0,No Deposit,0,Transient,35,0,0,No-Show
Resort Hotel,1,14,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient,88,0,0,Canceled
Resort Hotel,1,31,February,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,48,0,2,Canceled
Resort Hotel,1,30,February,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,2,No-Show
Resort Hotel,1,38,February,0,5,2,1,0,0,0,E,0,No Deposit,0,Transient,79,0,0,Canceled
Resort Hotel,1,55,February,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient,68,0,3,Canceled
Resort Hotel,1,92,February,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,39.9,0,1,Canceled
Resort Hotel,1,92,February,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,39.9,0,1,Canceled
Resort Hotel,1,2,February,0,2,1,0,0,0,0,A,0,No Deposit,0,Transient,35,0,0,Canceled
Resort Hotel,1,91,February,2,4,2,0,0,0,0,E,2,No Deposit,0,Transient,62,0,3,Canceled
Resort Hotel,1,24,February,0,3,2,0,0,0,0,E,0,No Deposit,0,Transient,68,0,1,Canceled
Resort Hotel,1,56,February,0,3,1,0,0,0,0,A,0,No Deposit,0,Transient,43,0,1,Canceled
Resort Hotel,1,38,February,0,3,2,1,0,0,0,G,0,No Deposit,0,Transient,88,0,0,Canceled
Resort Hotel,1,38,February,0,3,2,1,0,0,0,D,0,No Deposit,0,Transient,78,0,0,Canceled
Resort Hotel,1,24,February,0,3,2,0,0,0,0,E,0,No Deposit,0,Transient,68,0,1,Canceled
Resort Hotel,1,30,February,1,3,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,29,February,1,3,2,0,0,0,0,D,0,No Deposit,0,Transient,78,0,0,Canceled
Resort Hotel,1,29,February,1,3,1,0,0,0,0,D,0,No Deposit,0,Transient,49.5,0,0,Canceled
Resort Hotel,1,56,February,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,1,Canceled
Resort Hotel,1,34,February,2,5,2,0,0,0,0,C,1,No Deposit,0,Transient,39.6,0,0,Canceled
Resort Hotel,1,261,February,8,20,1,0,0,0,0,E,0,No Deposit,0,Transient,55.8,0,1,Canceled
Resort Hotel,1,342,February,2,8,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,0,Canceled
Resort Hotel,1,0,February,0,1,2,0,0,0,0,D,0,No Deposit,0,Transient,78,0,1,No-Show
Resort Hotel,1,30,February,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,36,February,0,2,2,0,0,0,0,C,1,No Deposit,0,Transient,48,0,1,Canceled
Resort Hotel,1,15,February,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,92,0,0,Canceled
Resort Hotel,1,71,February,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,2,Canceled
Resort Hotel,1,33,February,0,2,2,0,0,0,0,E,0,No Deposit,0,Transient,68,0,0,Canceled
Resort Hotel,1,30,February,0,2,1,0,0,0,0,A,0,No Deposit,0,Transient,36,0,0,Canceled
Resort Hotel,1,92,February,0,2,2,2,0,0,0,G,0,No Deposit,0,Transient,82,0,0,Canceled
Resort Hotel,1,16,February,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,48,0,0,Canceled
Resort Hotel,1,44,February,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,74.1,0,1,Canceled
Resort Hotel,1,119,February,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,52,0,0,Canceled
Resort Hotel,1,16,February,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,48,0,0,Canceled
Resort Hotel,1,73,February,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,93,February,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,62,0,0,Canceled
Resort Hotel,1,93,February,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,82,0,1,Canceled
Resort Hotel,1,73,February,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,16,February,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,320,February,2,4,2,2,0,0,0,G,0,No Deposit,0,Transient,93,0,0,Canceled
Resort Hotel,1,34,February,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,58,0,0,Canceled
Resort Hotel,1,23,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,1,Canceled
Resort Hotel,1,42,February,0,1,2,0,0,0,0,D,0,No Deposit,0,Transient,58,0,1,Canceled
Resort Hotel,1,127,February,0,1,2,0,0,0,0,D,0,No Deposit,0,Transient,77.4,0,2,Canceled
Resort Hotel,1,39,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,1,Canceled
Resort Hotel,1,21,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,27,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,2,Canceled
Resort Hotel,1,38,February,0,1,2,2,0,0,0,G,0,No Deposit,0,Transient,88,0,0,Canceled
Resort Hotel,1,21,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,4,February,0,1,2,0,0,0,0,D,0,No Deposit,0,Transient,40,0,0,Canceled
Resort Hotel,1,186,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,37.8,0,2,Canceled
Resort Hotel,1,42,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,2,Canceled
Resort Hotel,1,74,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,74,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,1,February,1,1,1,0,0,0,0,C,3,No Deposit,0,Transient-Party,35,0,1,No-Show
Resort Hotel,1,74,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,74,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,74,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,74,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,74,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,74,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,74,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,74,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,74,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,40,0,0,Canceled
Resort Hotel,1,35,February,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,34,February,2,1,2,0,0,0,0,D,0,No Deposit,0,Transient,48.6,0,1,No-Show
Resort Hotel,1,266,February,2,3,2,2,0,0,0,G,1,No Deposit,0,Transient,87,0,1,Canceled
Resort Hotel,1,58,February,2,6,2,2,0,0,0,G,0,No Deposit,0,Transient,88,0,0,Canceled
Resort Hotel,1,0,February,1,0,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,80,0,0,Canceled
Resort Hotel,1,200,February,1,0,2,0,0,0,0,C,1,No Deposit,0,Transient,55.8,0,0,Canceled
Resort Hotel,1,69,February,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,42,0,2,Canceled
Resort Hotel,1,69,February,2,3,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,37,0,1,Canceled
Resort Hotel,1,73,February,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,42,0,0,Canceled
Resort Hotel,1,13,February,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,52,0,0,Canceled
Resort Hotel,1,79,February,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,42,0,0,Canceled
Resort Hotel,1,79,February,2,3,1,0,0,0,0,A,0,No Deposit,0,Transient,42,0,0,Canceled
Resort Hotel,1,79,February,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,42,0,0,Canceled
Resort Hotel,1,79,February,2,3,1,0,0,0,0,A,0,No Deposit,0,Transient,42,0,0,Canceled
Resort Hotel,1,69,February,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,2,Canceled
Resort Hotel,1,79,February,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,37,0,0,Canceled
Resort Hotel,1,79,February,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,37,0,0,Canceled
Resort Hotel,1,79,February,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,42,0,0,Canceled
Resort Hotel,1,28,February,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient,100,0,1,Canceled
Resort Hotel,1,140,February,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,37.44,0,1,Canceled
Resort Hotel,1,284,February,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient,55.8,0,1,Canceled
Resort Hotel,1,0,February,1,0,1,0,0,0,0,A,0,No Deposit,0,Transient,35,0,0,Canceled
Resort Hotel,1,5,February,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,28,February,1,2,2,0,0,0,0,A,2,No Deposit,0,Transient,84,0,1,Canceled
Resort Hotel,1,25,February,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,3,Canceled
Resort Hotel,1,6,February,1,2,2,0,0,0,0,E,0,No Deposit,0,Transient,68,0,1,Canceled
Resort Hotel,1,137,February,1,2,2,0,0,0,0,E,0,No Deposit,0,Transient,82.8,0,1,Canceled
Resort Hotel,1,14,February,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,2,February,1,3,2,0,0,0,0,D,0,No Deposit,0,Transient,53,0,1,No-Show
Resort Hotel,1,164,February,1,5,1,0,0,0,0,A,2,No Deposit,0,Transient,37,0,0,Canceled
Resort Hotel,1,20,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,44,0,0,Canceled
Resort Hotel,1,20,February,0,2,3,0,0,0,0,D,0,No Deposit,0,Transient-Party,60,0,0,Canceled
Resort Hotel,1,1,February,0,5,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Canceled
Resort Hotel,1,69,February,1,5,3,0,0,0,0,A,1,No Deposit,0,Transient-Party,58,0,0,Canceled
Resort Hotel,1,1,February,1,5,3,0,0,0,0,A,0,No Deposit,0,Transient-Party,12,0,0,Canceled
Resort Hotel,1,28,February,2,5,1,2,0,0,0,A,0,No Deposit,0,Transient,95,0,0,Canceled
Resort Hotel,1,29,February,2,6,2,0,0,0,0,D,0,No Deposit,0,Transient,44.66,0,1,Canceled
Resort Hotel,1,0,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,8,0,0,Canceled
Resort Hotel,1,7,February,0,1,2,0,0,0,0,F,2,No Deposit,0,Transient,87,0,0,Canceled
Resort Hotel,1,51,February,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,0,Canceled
Resort Hotel,1,2,February,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Canceled
Resort Hotel,1,70,February,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Canceled
Resort Hotel,0,70,February,0,4,2,0,0,0,0,C,2,No Deposit,0,Transient-Party,42,0,0,Check-Out
Resort Hotel,1,70,February,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Canceled
Resort Hotel,1,70,February,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Canceled
Resort Hotel,1,2,February,0,4,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,36,0,0,Canceled
Resort Hotel,1,70,February,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Canceled
Resort Hotel,1,2,February,0,4,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,36,0,0,Canceled
Resort Hotel,1,2,February,0,4,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,36,0,0,Canceled
Resort Hotel,1,70,February,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Canceled
Resort Hotel,1,70,February,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Canceled
Resort Hotel,1,70,February,0,4,3,0,0,0,0,C,1,No Deposit,0,Transient-Party,58,0,0,Canceled
Resort Hotel,1,70,February,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Canceled
Resort Hotel,1,70,February,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Canceled
Resort Hotel,1,70,February,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Canceled
Resort Hotel,1,2,February,0,4,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,36,0,0,Canceled
Resort Hotel,1,2,February,0,4,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,36,0,0,Canceled
Resort Hotel,1,35,February,1,4,2,0,0,0,0,A,0,No Deposit,0,Transient,48,0,1,Canceled
Resort Hotel,1,232,February,7,19,2,0,0,0,0,E,0,No Deposit,0,Transient,55.8,0,2,Canceled
Resort Hotel,1,0,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,8,0,0,Canceled
Resort Hotel,1,44,February,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,0,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,55,February,0,2,2,1,0,0,0,H,0,No Deposit,0,Transient,93,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,C,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,55,February,0,2,3,0,0,0,0,E,0,No Deposit,0,Transient,68,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,C,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,46,0,0,Canceled
Resort Hotel,1,22,February,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,46,0,0,Canceled
